name,longitude,latitude
Panthera leo,24.917583,-18.065011
Panthera leo,24.970257,-18.144162
Panthera leo,31.770405,2.416888
Panthera leo,36.101078,-3.875041
Panthera leo,37.591767,0.768337
Panthera leo,35.561028,-3.17274
Panthera leo,2.836713,11.90075
Panthera leo,31.43461,-23.175188
Panthera leo,26.338771,-18.714708
Panthera leo,29.379668,-15.681668
Panthera leo,31.844271,-12.884094
Panthera leo,30.941436,-23.65351
Panthera leo,20.456886,-25.219921
Panthera leo,37.124763,-1.612361
Panthera leo,36.086547,-3.9902
Panthera leo,23.394458,-19.362626
Panthera leo,24.1868,-18.474497
Panthera leo,31.941097,-25.393158
